Idme,gender,age,UCLA3itemscale,Q9_Loneliness_Meaning_Qual,cleaned_text
29083,2,20,9.0,Loneliness is different to being alone. Through choice I am alone always. I get lonely only sometimes. I like solitude. I rarely find relationships worth investing too much time in. People are rarely authentic. Being on my own makes each thought more honest. People need to create a facade in order to present themselves to others. ,relationship investing authentic make honest create facade order present
20272,2,28,7.0,"Loneliness is different to being alone. I enjoy balancing being alone with times with others and have never been lonely when alone. I have suffered loneliness at a time when my husband and I lost our closeness- when with friends the loneliness decreased but the worst time was when I was with my husband, conscious of our separation. ",balancing time suffered friend decreased worst conscious separation
20282,2,26,4.0,"loneliness is different from being alone. I am happy being alone, but i would not be happy being lonely. Loneliness is an absence of belonging to any formal social group, be it  in work, at home or a friendship group. ",formal
11743,1,20,5.0,"Loneliness is different from being alone. Loneliness is always a sad thing to me. I like to choose whether I am currently alone or not. When it becomes no longer a choice, that is when I start to feel lonely.",choose currently becomes longer start
3445,1,16,9.0,"Loneliness is different to being alone.  The saying about being lonely in a crowd is true.  Loneliness is unwelcome and sad in my life.  Being alone is not.  Loneliness depletes my energy and drive, so that to tell someone who is experiencing loneliness to go out more, or to join a group, is worthless as the loneliness takes away energy and confidence.",saying unwelcome depleted energy drive experiencing worthless take energy
4118,2,25,4.0,Loneliness is different from aloneness. Loneliness is feeling needy and in need of human contact. Loneliness is a feeling of isolation and can happen even in company. ,needy
19371,2,25,3.0,"Loneliness is very different from a need to be alone and enjoying ones own company. Loneliness involves the feeling of not being special to anyone. Loneliness is having no one to share the good, happy things that happen in life as well as the sad times which I may need to talk about.  ",one involves thing time
30578,2,22,8.0,Loneliness is different from solitude. I enjoy being on my own but can feel out of place and lonely amongst people if I don't connect with them ,amongst
36261,2,24,4.0,"Loneliness, to me, is having a different way of thinking to those around me. This often means that people do not understand me in the way I meant something. I'm not very robust and am often tired. This limits the amount of time and energy I can offer to others, especially listening to them. I am solitary by nature on the whole, but do like the company of a few like-minded people, especially my spouse, so long as I can have extended periods of time by myself as well. I pray, meditate and reflect a lot, read and write, and find much companionship through books and the radio, TV less so.",mean meant robust tired limit amount energy offer listening solitary nature whole minded spouse extended period pray meditate reflect read write book radio le
27528,2,23,6.0,"Loneliness is being disconnected from those around you, or not having anyone around you at all.",
3824,2,25,7.0,"Loneliness is being disconnected from others, this can be while alone or in a group of people. The detatchment caused by loneliness makes me feel like everybody else is having fun, doing things, leading a happy life whilst I am not. At it's worst it makes me feel like a social outsider, like I don't fit or belong anywhere.",detachment caused make everybody thing leading whilst worst make outsider anywhere
45184,2,25,4.0,"For me, loneliness is the disconnection I feel from the rest of the world. I often feel disassociated from my friends, my routines, my job, my partner. It creates a barrier of loneliness - sometimes this relies on others not reaching out, but the majority of the time it is a self-inflicted emotion, one which I find quite difficult to prevent projecting out and to break down. Loneliness isn't being without friends or opportunities necessarily, it's an internal turmoil that I can't help prevent from affecting my habits, my expressions and movements outwardly - at times it infiltrates all that I do. ",rest dissociated friend routine job creates barrier relief reaching majority inflicted prevent projecting break friend opportunity internal turmoil prevent affecting habit expression movement outwardly time infiltrates
